uniprotID_S288c	GeneName_S288C	Standard _A	Standard _B	Standard _C	High_temperature_A	High_temperature_B	High_temperature_C	Low_pH_A	Low_pH_B	Low_pH_C	Osmotic_stress _A	Osmotic_stress _B	Osmotic_stress _C
P39101	YER048C	6.59568E-07	4.4394E-07	2.13937E-07	3.97259E-07	7.57452E-07	4.91538E-07	3.66647E-07	5.6133E-07	6.1479E-07	1.9693E-07	8.17112E-07	3.18615E-07
P40581	YIR037W	6.21516E-07	5.53868E-06	2.24507E-06	3.41256E-06	1.53505E-06	6.4464E-07	8.8209E-07	2.0894E-06	2.28987E-06	7.28934E-07	2.16917E-06	1.18158E-06
P39939	YER131W	1.8265E-06	1.71234E-06	1.27263E-06	1.53505E-06	2.46172E-06	1.89766E-06	3.04722E-06	3.35016E-06	9.2664E-07	1.16982E-06	2.25734E-06	1.89288E-06
P38840	YHR137W	5.79236E-07	4.11384E-07	3.06107E-07	4.8348E-07	6.36582E-07	6.00321E-07	8.6427E-08	9.48915E-08	1.90674E-07	2.40431E-07	2.52188E-07	2.11626E-07
P40159	YNL208W	4.60852E-07	7.90636E-07	9.04792E-07	2.00644E-06	7.41336E-07	1.8896E-06	1.40778E-06	2.03594E-06	1.69736E-06	5.41998E-07	1.60483E-06	4.77334E-07
P53879	YNL180C	2.1436E-07	2.0083E-07	4.228E-07	1.44238E-06	7.41336E-07	1.4585E-06	4.7223E-07	3.36353E-07	2.00475E-07	2.41019E-06	1.04637E-06	1.78119E-06
P21560	YPL215W	3.86862E-07	7.77952E-07	4.1519E-07	7.01046E-07	3.38436E-07	6.20466E-07	4.6332E-07	5.0787E-07	5.56875E-07	6.99542E-07	4.77922E-07	4.01502E-07
Q12522	YPR016C	6.17288E-07	5.79236E-07	4.31256E-07	8.01771E-07	5.39886E-07	6.4464E-07	2.61063E-07	2.87348E-07	5.7915E-07	7.28934E-07	1.1757E-06	6.40757E-07
P13517	YIL034C	4.8622E-07	9.85124E-07	1.85186E-07	2.23207E-07	4.27074E-07	7.81626E-07	5.83605E-07	6.4152E-07	6.99435E-07	1.23449E-06	6.05486E-07	7.81841E-07
P38145	YBR256C	1.39101E-06	1.30222E-06	1.95756E-06	1.53505E-06	1.59951E-06	3.6543E-07	4.9896E-07	8.4645E-07	6.01425E-07	4.14434E-07	7.99476E-07	1.03462E-06
P39990	YEL026W	2.57908E-06	2.41842E-06	1.7969E-06	7.6551E-07	3.15471E-06	3.35616E-07	1.30086E-06	3.07841E-06	1.56371E-06	5.58458E-06	3.18615E-06	2.67472E-06
P47035	YJL076W	3.15409E-08	2.95537E-08	1.43752E-07	2.11925E-07	7.81626E-08	1.70024E-07	4.49955E-08	4.94505E-08	2.94476E-08	1.05225E-07	7.17177E-08	3.27432E-08
Q12496	YOL098C	1.53054E-07	3.62762E-08	7.6104E-08	9.18612E-08	3.38839E-08	2.63094E-07	8.50905E-08	1.16721E-08	1.0202E-07	1.79882E-07	4.77922E-08	1.13455E-07
Q06523	YPR148C	2.61713E-07	6.93392E-07	5.15816E-07	3.38436E-07	6.48669E-07	2.71555E-07	5.74695E-07	4.8114E-07	1.32759E-07	8.70018E-07	1.75767E-07	7.70084E-07
P38221	YBR029C	2.4311E-07	1.2388E-07	1.6912E-07	2.0427E-07	2.12731E-07	3.88396E-07	1.88447E-07	3.99168E-08	2.2676E-07	2.86283E-07	1.63422E-07	1.36969E-07
Q07657	YDL225W	1.83495E-07	2.64673E-07	4.56624E-07	5.47944E-07	2.46978E-07	4.10958E-07	3.06059E-07	2.41016E-07	2.63736E-07	1.1757E-07	2.2691E-07	2.93337E-07
Q05785	YLR206W	8.49828E-08	1.46289E-07	1.09082E-07	1.31345E-07	5.96292E-07	2.50201E-07	6.5934E-08	1.33205E-07	7.9299E-08	0	0	0
Q12518	YDL161W	4.73536E-08	4.4394E-08	4.81992E-07	1.12409E-07	6.08379E-07	3.92425E-07	1.03802E-07	2.09385E-07	1.2474E-07	0	0	4.90267E-08
P28707	YKL117W	1.15002E-06	7.01848E-07	1.12042E-06	1.77679E-06	1.40612E-06	1.19661E-06	5.7915E-07	9.801E-07	1.50134E-06	4.79098E-07	1.77531E-07	4.22076E-07
P35189	YPL129W	9.59756E-07	5.83464E-07	9.34388E-07	5.2377E-07	8.38032E-07	1.39001E-06	4.8114E-07	1.14048E-06	8.95455E-07	7.34813E-07	7.70084E-07	1.38733E-06
Q12443	YDL204W	4.69308E-07	4.39712E-07	7.56812E-07	3.94036E-07	4.10958E-07	6.80901E-07	3.63528E-07	4.00059E-07	4.37927E-07	1.01698E-06	3.76224E-07	0
P32337	YMR308C	3.59803E-08	1.1923E-08	7.10304E-08	1.19258E-07	1.24496E-07	1.0556E-07	0	3.0695E-08	9.48915E-08	2.19856E-07	1.258E-07	1.05813E-07
P36136	YKR043C	8.20232E-07	7.65268E-07	7.99092E-07	1.26511E-06	9.99192E-07	8.50119E-07	8.86545E-07	4.5441E-07	1.0692E-06	6.29E-07	6.58392E-07	8.46504E-07
0	0	1.39101E-07	2.39305E-07	6.342E-07	2.14746E-07	3.44077E-07	2.65108E-07	4.25898E-07	2.1785E-07	5.12325E-07	3.00979E-07	6.76028E-07	7.4657E-07
P38235	YBR053C	7.52584E-07	5.03132E-07	5.24272E-07	8.34003E-07	1.3336E-06	5.60031E-07	2.71755E-07	4.58865E-07	5.03415E-07	6.34878E-07	6.64271E-07	5.59633E-07
P28007	YHR089C	8.07548E-07	1.62778E-06	8.6674E-07	6.80901E-07	7.09104E-07	4.55277E-07	1.34987E-06	1.06029E-06	1.16276E-06	9.52317E-07	9.99345E-07	1.29327E-06
P32496	YFR052W	5.24272E-07	1.05277E-06	7.8218E-07	4.39161E-07	7.05075E-07	5.43915E-07	4.05851E-07	6.8607E-07	1.05138E-06	1.74004E-06	9.93467E-07	2.36316E-06
P87262	YER056C-A	2.74397E-06	9.0902E-07	1.24303E-06	1.49879E-06	1.55922E-06	1.84931E-06	1.38105E-06	8.2863E-07	9.04365E-07	3.2273E-06	2.19856E-06	1.00522E-06
P40483	YIL108W	2.49029E-08	2.33386E-08	9.00564E-08	5.92263E-08	2.43352E-07	2.06688E-07	1.92902E-08	2.12504E-08	2.32551E-08	7.87719E-07	1.12279E-06	6.93663E-07
P32495	YDL208W	1.21766E-06	3.22174E-06	1.8265E-06	2.19983E-06	1.06366E-06	6.88959E-07	2.03148E-06	1.59935E-06	1.13603E-06	2.7629E-07	2.31613E-06	1.26388E-06
P36035	YKL217W	2.38882E-07	3.12872E-07	1.08237E-07	1.3054E-07	2.92103E-07	8.78322E-08	3.40362E-07	2.04039E-07	4.0986E-07	3.52122E-08	2.95101E-07	8.75897E-08
P53095	YGL196W	4.12653E-07	3.86439E-07	4.0166E-07	1.22482E-07	5.03625E-07	6.00321E-07	4.455E-07	4.9005E-07	5.39055E-07	1.12279E-06	9.34682E-07	4.27955E-07
P28495	YKL007W	2.94269E-07	1.43329E-06	3.76715E-07	4.55277E-07	4.71393E-07	8.66235E-07	1.18503E-06	7.08345E-07	1.08702E-06	9.8171E-07	1.02874E-06	5.60809E-07
P50101	YMR304W	0	2.80739E-08	5.9192E-08	1.30943E-07	1.3618E-07	8.78322E-08	4.26789E-08	9.04365E-09	7.9299E-08	2.82168E-07	2.42194E-07	2.03396E-07
P33767	YEL002C	4.09693E-07	5.36956E-07	3.99123E-07	4.79451E-07	2.32876E-07	1.50685E-07	2.06267E-07	4.9005E-07	3.82685E-07	4.82625E-07	3.28608E-07	1.5049E-07
P31382	YAL023C	6.17288E-08	5.79236E-08	7.90636E-08	1.47059E-07	9.95163E-08	6.40611E-08	4.8114E-08	5.2569E-08	1.06029E-07	2.57478E-08	7.64205E-08	1.1757E-07
P32353	YLR056W	7.31444E-07	3.18791E-07	2.37191E-07	2.86059E-07	1.61966E-07	3.53343E-07	1.43897E-07	0	6.81615E-07	0	0	6.81906E-08
0	0	2.33386E-06	3.36972E-06	2.5072E-06	5.56002E-06	4.39161E-06	2.42546E-06	2.78883E-06	4.28571E-06	2.18295E-06	2.75114E-06	2.88634E-06	3.73285E-06
P00424	YNL052W	6.80708E-07	6.38428E-07	4.73536E-07	1.05157E-06	5.96292E-07	7.09104E-07	2.0894E-06	1.6439E-06	1.17167E-06	2.2691E-06	3.32723E-06	1.29915E-06
P32352	YMR202W	7.1876E-07	3.65722E-07	7.69496E-07	3.28364E-07	3.41659E-07	1.43432E-07	3.0294E-07	6.10335E-07	1.02911E-06	8.46504E-07	4.82037E-07	7.4657E-07
Q03973	YDR174W	6.1306E-07	5.75008E-07	4.27028E-07	7.93713E-07	8.29974E-07	1.37389E-06	2.59727E-07	8.06355E-07	1.23404E-06	1.11692E-06	4.13259E-07	6.40757E-07
P22696	YJR017C	1.64892E-06	1.9322E-07	7.44128E-07	1.38598E-06	9.34728E-07	2.3892E-06	1.27859E-06	9.13275E-07	5.4351E-07	1.258E-06	1.32266E-06	1.71064E-06
Q06287	YLR186W	9.13248E-07	8.54056E-07	8.8788E-07	7.6551E-07	1.11603E-06	6.16437E-07	9.8901E-07	7.79625E-07	8.50905E-07	1.5049E-06	1.12867E-06	9.46439E-07
P20424	YPR088C	1.88569E-07	1.7673E-07	2.02521E-07	8.62206E-08	2.5423E-07	1.06769E-07	1.46124E-07	2.47698E-07	1.75973E-07	3.42129E-07	5.00848E-07	4.20901E-07
P53316	YGR250C	5.9192E-08	1.56859E-07	2.70169E-07	2.58259E-07	4.14987E-07	1.74053E-07	1.81319E-07	1.99584E-07	1.56371E-07	2.75702E-07	7.28934E-08	6.17243E-08
Q04660	YMR049C	1.03586E-07	9.68212E-08	3.74601E-07	8.70264E-08	1.39403E-07	5.84205E-08	2.27205E-07	8.8209E-08	1.48797E-07	6.64271E-08	1.28151E-07	2.31025E-07
Q07500	YDL085W	5.285E-07	3.75869E-07	3.67413E-07	4.4319E-07	5.80176E-07	4.14987E-07	3.11405E-07	2.45025E-07	3.74666E-07	0	0	0
Q04935	YDR231C	2.28312E-06	4.1223E-07	8.6674E-07	1.04351E-06	7.09104E-07	1.29331E-06	3.41253E-07	3.75557E-07	1.16276E-06	9.52317E-07	1.53429E-06	4.56759E-07
P38628	YEL058W	2.7778E-07	1.6912E-07	4.48168E-07	2.33682E-07	1.57937E-07	2.88879E-07	1.39887E-07	8.3754E-08	2.59281E-07	3.27432E-07	3.43304E-07	2.88634E-07
P39726	YAL044C	1.06968E-06	1.00204E-06	1.14579E-06	8.98467E-07	9.34728E-07	1.112E-06	1.27859E-06	9.13275E-07	2.82447E-06	1.258E-06	1.32266E-06	1.11104E-06
P02309	YBR009C	4.35484E-07	4.56624E-06	2.4311E-06	2.93311E-06	1.9863E-06	2.35697E-06	2.70864E-06	2.9804E-06	2.11613E-06	4.11495E-06	2.80404E-06	2.3514E-06
P45978	YPR129W	5.62324E-07	5.24272E-07	3.90244E-07	8.66235E-07	4.91538E-07	5.80176E-07	4.34363E-07	4.76685E-07	5.21235E-07	6.58392E-07	4.49705E-07	5.81384E-07
P54000	YMR039C	2.58754E-07	8.58284E-08	5.11588E-07	8.58177E-07	4.14987E-07	4.95567E-07	2.00921E-07	2.20968E-07	4.44164E-07	1.99281E-06	1.65774E-06	7.58327E-07
P38787	YHR063C	1.75039E-07	4.6508E-07	1.22189E-07	1.47059E-07	2.81224E-07	3.34004E-07	3.84021E-07	5.8806E-07	4.6332E-07	8.17112E-07	6.11364E-07	7.17177E-07
Q12466	YOR086C	8.96336E-08	8.37144E-08	8.70968E-08	4.87509E-08	1.43835E-07	9.30699E-08	2.45471E-08	7.61805E-08	8.3754E-08	1.31678E-08	3.9092E-08	0
P07285	YDR354W	9.04792E-07	1.06968E-06	9.7244E-07	7.61481E-07	1.52699E-07	1.81305E-07	5.346E-07	2.73092E-07	4.58865E-07	2.0516E-07	7.64205E-08	1.81058E-07
P38879	YHR193C	1.58973E-06	9.68212E-07	7.1876E-07	8.70264E-07	9.02496E-07	1.07171E-06	1.23404E-06	1.89783E-06	9.66735E-07	1.21685E-06	1.96342E-06	1.65186E-06
Q12408	YDL046W	1.60241E-06	1.50094E-06	4.39712E-06	1.34972E-06	9.10554E-07	2.32876E-06	8.06355E-07	1.36769E-06	3.46599E-06	6.70149E-07	6.99542E-07	1.08164E-06
P32897	YNR017W	7.1876E-07	3.65722E-07	2.72283E-07	6.0435E-07	6.28524E-07	7.45365E-07	3.0294E-07	9.40005E-07	6.6825E-07	8.46504E-07	1.36381E-06	1.59895E-06
P36037	YKL213C	1.91106E-07	2.50298E-07	4.69308E-08	1.60757E-07	2.33682E-07	1.9863E-07	5.2569E-08	5.74695E-08	1.78646E-07	1.46375E-07	2.95101E-08	6.99542E-08
Q08193	YOL030W	2.22816E-07	2.08863E-07	1.55168E-07	1.87349E-07	1.95004E-07	2.31668E-07	1.72854E-07	1.90229E-07	2.08049E-07	2.62769E-07	2.75114E-07	3.56237E-07
P46969	YJL121C	1.39101E-06	3.29361E-07	1.60241E-06	8.34003E-07	3.07816E-07	3.6543E-07	7.70715E-07	1.55925E-06	3.28334E-07	3.3096E-06	7.99476E-07	6.70149E-07
Q00362	YGL190C	4.228E-07	2.83699E-07	2.94692E-07	8.98467E-08	2.65108E-07	3.14665E-07	1.52807E-07	2.5839E-07	3.95159E-07	1.26388E-07	3.73873E-07	5.77269E-07
P32790	YBL007C	2.94692E-08	7.8218E-08	8.11776E-08	1.28525E-07	1.33763E-07	1.59146E-07	9.04365E-08	9.93465E-08	2.75319E-08	1.22861E-08	0	0
P47160	YJR125C	2.87927E-07	1.46712E-07	2.0083E-07	3.72683E-07	7.13133E-07	4.59306E-07	3.43926E-07	2.45471E-07	4.1387E-07	3.39189E-07	3.55649E-07	1.62834E-07
P48510	YMR276W	1.79267E-07	1.67852E-07	3.53461E-07	4.27074E-07	6.20466E-07	5.27799E-07	3.93377E-07	4.32581E-07	4.7223E-07	5.99607E-07	2.21619E-07	5.26126E-07
Q05567	YDR294C	2.55794E-07	1.5559E-07	2.49029E-07	6.08379E-07	6.32553E-07	6.16437E-07	6.99435E-08	1.41669E-07	4.38372E-07	1.95754E-07	1.11692E-07	3.31547E-08
Q04175	YDR395W	1.25994E-07	1.47557E-08	8.79424E-08	1.05963E-07	2.02659E-07	1.82917E-07	3.45708E-08	1.34541E-08	7.6626E-08	9.64074E-08	1.5578E-07	1.63422E-08
P53721	YNR018W	3.85171E-07	3.61071E-07	4.94676E-07	3.23932E-07	3.37227E-07	1.13215E-06	8.4645E-07	0	6.5934E-07	4.5382E-07	4.75571E-07	3.99738E-07
P11914	YHR024C	2.24084E-07	1.14579E-07	3.36126E-07	2.90088E-07	3.02175E-07	2.32876E-07	9.48915E-08	2.94476E-07	2.09385E-07	2.63945E-07	1.51077E-07	2.32789E-07
Q08745	YOR293W	1.20075E-06	2.06326E-06	1.53476E-06	1.85334E-06	1.92989E-06	3.52538E-06	2.63291E-06	1.88001E-06	1.11821E-06	3.99738E-06	4.19137E-06	4.403E-07
P10662	YDR347W	4.12653E-07	5.96148E-07	2.87504E-07	3.46897E-07	5.56002E-07	2.33279E-07	4.94505E-07	3.51945E-07	3.85358E-07	4.86152E-07	5.09666E-07	6.58392E-07
P38828	YHR121W	9.25932E-07	1.33605E-06	6.46884E-07	1.20064E-06	1.74456E-06	5.2377E-07	1.1093E-06	1.70181E-06	1.33205E-06	1.0934E-06	1.14631E-06	9.64074E-07
P34160	YMR125W	1.44598E-07	1.69543E-08	6.5534E-08	1.70024E-07	1.76873E-07	2.09911E-07	1.40333E-08	8.019E-08	1.34987E-07	1.10516E-07	1.15806E-07	9.75831E-08
P32445	YCR028C-A	8.2446E-07	1.41638E-06	1.05277E-06	1.26914E-06	0	8.54148E-07	3.31452E-06	1.29195E-06	2.17404E-06	1.78119E-06	2.87459E-06	8.52383E-07
P41920	YDR002W	1.28108E-06	4.228E-07	1.24726E-06	3.80741E-07	1.12006E-06	1.32957E-06	1.38996E-06	1.09148E-06	1.1984E-06	9.8171E-07	5.59633E-07	4.7028E-07
P40462	YIL137C	1.75462E-07	7.65268E-08	2.47338E-07	3.73488E-08	7.13133E-08	8.4609E-08	1.22067E-08	6.9498E-08	4.14761E-08	1.48138E-07	1.00522E-07	8.46504E-08
Q08235	YOL077C	2.60022E-07	6.89164E-07	1.81381E-07	4.01691E-07	6.4464E-07	2.70346E-07	5.7024E-07	6.28155E-07	6.8607E-07	5.6316E-07	9.11168E-07	4.96145E-07
P23615	YGR116W	6.59568E-08	1.13733E-07	4.60852E-08	7.77597E-08	3.75906E-08	6.88959E-08	3.33234E-08	3.66647E-08	4.01396E-08	2.75702E-08	0	2.42782E-08
P39105	YMR008C	7.56812E-08	1.99984E-07	1.48826E-07	3.29572E-07	3.43271E-07	2.21998E-07	1.07811E-07	6.45975E-08	7.0389E-08	2.516E-07	1.71652E-07	2.77465E-08
P53044	YGR048W	5.32728E-07	1.76308E-07	1.31068E-07	2.90894E-07	3.02578E-07	1.95809E-07	1.16721E-06	2.94921E-07	6.9498E-07	6.29E-07	6.58392E-07	5.52579E-07
P43590	YFR006W	3.69527E-08	3.86439E-07	2.05904E-07	8.78322E-08	3.23126E-08	3.83561E-08	2.28987E-07	3.14969E-08	2.75765E-07	8.05355E-07	8.46504E-07	7.11299E-07
0	0	7.86408E-07	2.0844E-06	1.55168E-06	3.43674E-06	1.95004E-06	1.50282E-06	1.12266E-06	1.23404E-06	7.35075E-07	1.70477E-06	2.75114E-06	8.17112E-07
P81449	YDR322C-A	1.3741E-06	2.35922E-06	1.75462E-06	2.11925E-06	2.20386E-06	1.42627E-06	1.06475E-06	1.17167E-06	1.28304E-06	1.61659E-06	1.69301E-06	2.61593E-06
P38765	YHR029C	1.01049E-06	4.39712E-07	1.42906E-06	2.15552E-07	6.32553E-07	4.87509E-07	7.8408E-07	1.13603E-06	9.4446E-07	1.06989E-07	0	9.4056E-08
0	0	1.61932E-07	4.31256E-07	7.399E-07	3.85172E-07	7.37307E-07	4.75422E-07	1.25631E-07	2.53935E-07	2.77992E-07	1.91051E-07	7.0542E-08	3.08621E-07
Q08225	YOL057W	6.80708E-08	1.80536E-07	3.10758E-07	1.05157E-07	5.96292E-08	7.09104E-08	2.0894E-07	5.83605E-08	1.79982E-07	1.4755E-07	1.54605E-07	3.67406E-07
P25043	YOR157C	1.08237E-07	2.87081E-07	3.91936E-07	7.29249E-07	7.57452E-07	3.18291E-07	4.3659E-07	7.3953E-07	2.86011E-07	6.64271E-07	6.93663E-07	1.258E-06
P53292	YGR165W	2.01676E-07	1.88992E-07	3.97009E-07	6.00321E-08	6.24495E-08	7.41336E-08	1.49243E-06	1.12712E-06	6.63795E-08	2.37491E-07	7.0542E-07	1.08752E-06
P32264	YDR300C	1.45866E-07	2.51143E-07	2.87504E-07	2.25221E-07	3.60998E-07	2.78404E-07	4.455E-07	2.28542E-07	1.36323E-07	3.15675E-07	1.8047E-07	2.78053E-07
P47127	YJR080C	4.6508E-07	5.45412E-08	3.25556E-07	4.91538E-08	9.46815E-07	1.71635E-07	4.5441E-08	2.58836E-07	1.54143E-07	7.70084E-07	8.05355E-07	6.76028E-07
Q05029	YMR237W	2.34654E-08	1.14156E-07	2.4015E-07	1.57534E-07	3.01369E-07	1.26511E-07	0	2.0003E-08	3.21651E-07	2.21032E-07	2.31613E-07	6.87785E-08
P38325	YBR230C	8.32916E-07	2.20279E-06	1.06546E-06	1.28525E-06	2.05882E-06	8.66235E-07	6.45975E-07	1.30532E-06	1.4256E-06	2.76877E-06	2.90398E-06	3.40953E-06
Q08926	YPL186C	0	4.19418E-07	1.69966E-07	1.63577E-06	1.70427E-06	4.63335E-07	7.4844E-07	2.32106E-06	1.81764E-06	0	0	0
P12687	YNL005C	5.11588E-07	3.11181E-07	3.55998E-07	2.7921E-07	1.5834E-07	3.44882E-07	7.26165E-07	6.10335E-07	3.10068E-07	0	2.23383E-07	1.87524E-07
P40477	YIL115C	8.41372E-09	2.23238E-08	8.62512E-08	1.30943E-07	8.21916E-08	1.61966E-07	1.84883E-08	5.74695E-08	2.22305E-08	5.14957E-08	1.04049E-08	6.99542E-08
Q12233	YPR020W	3.70373E-07	9.80896E-07	2.8835E-06	1.61563E-06	9.14583E-07	3.8477E-07	1.49243E-06	1.63944E-06	1.79537E-06	4.87328E-06	3.65643E-06	1.99281E-06
Q08220	YOL049W	2.18165E-07	4.39712E-07	2.33808E-07	9.99192E-08	3.67445E-08	1.23287E-07	3.63974E-07	2.86457E-07	3.13632E-07	5.52579E-07	1.46963E-07	3.48595E-07
P49435	YML022W	9.25932E-07	1.86878E-06	1.8265E-06	1.20064E-06	4.4319E-07	5.2377E-07	1.54589E-06	1.21622E-06	1.86219E-06	1.0934E-06	6.23121E-07	1.48138E-06
P25343	YCR009C	2.99342E-07	5.15816E-07	3.83057E-07	4.63335E-07	4.79451E-07	3.11039E-07	4.26344E-07	2.55272E-07	5.12325E-07	6.46635E-07	3.69758E-07	8.75897E-07
P49017	YML110C	4.39712E-07	4.13076E-07	1.67429E-07	3.70668E-07	2.10314E-07	2.49395E-07	5.2569E-07	3.76448E-07	6.3261E-07	5.19659E-07	2.96864E-07	4.57347E-07
Q99257	YPL169C	8.83652E-08	1.51785E-07	1.73771E-07	2.09508E-07	2.17969E-07	2.59065E-07	1.25631E-07	7.52895E-08	8.24175E-08	4.10319E-07	3.85042E-08	1.68125E-07
Q06338	YDR361C	2.71438E-07	4.6508E-07	3.47119E-07	4.19016E-07	8.38032E-08	2.8203E-07	3.86694E-07	2.3166E-07	8.95455E-08	1.65774E-06	2.19268E-06	1.83997E-06
0	0	4.27028E-06	4.00392E-06	2.97651E-06	3.59387E-06	3.73891E-06	4.4319E-06	6.10335E-06	3.64865E-06	7.35075E-06	5.032E-06	5.27889E-06	4.43239E-06
P00431	YKR066C	3.28093E-07	3.07376E-07	2.28735E-07	4.23045E-07	8.09829E-07	3.40853E-07	3.91595E-07	6.01425E-07	3.06504E-07	3.86217E-07	2.20444E-07	3.40365E-07
P40185	YIL051C	7.399E-07	6.93392E-07	9.47072E-07	1.14021E-06	2.28847E-07	7.69539E-07	1.62162E-06	1.1583E-06	1.26968E-06	8.70018E-07	9.11168E-07	3.03331E-06
P21827	YGL097W	2.24084E-07	2.10132E-07	3.36126E-07	1.0274E-07	1.96212E-07	4.47219E-08	9.48915E-08	3.68429E-08	2.09385E-07	2.63945E-07	4.26191E-07	2.32789E-07
P50945	YNL100W	6.63796E-07	6.21516E-07	7.10304E-07	3.03384E-07	8.94438E-07	0	1.10484E-06	1.21622E-06	9.5337E-07	2.20444E-06	1.76355E-06	1.05813E-06
P54781	YMR015C	1.03586E-07	0	2.04212E-07	3.07816E-08	0	1.07574E-07	8.019E-08	8.8209E-08	2.73537E-07	1.21685E-07	1.28151E-07	1.07577E-07
P03962	YEL021W	5.45412E-07	5.0736E-07	8.16004E-07	4.55277E-07	7.33278E-07	0	9.0882E-07	9.9792E-07	2.7621E-07	1.81058E-06	3.65643E-07	1.59307E-06
P40030	YER044C	1.31914E-06	6.72252E-07	9.17476E-07	6.0435E-07	6.28524E-07	7.45365E-07	5.56875E-07	6.10335E-07	6.6825E-07	2.98628E-07	3.13324E-07	2.63357E-07
P33421	YKL141W	4.6508E-07	7.99092E-07	5.9192E-07	7.17162E-07	7.45365E-07	8.8638E-07	3.59519E-07	3.95604E-07	7.9299E-07	1.00522E-06	1.05225E-06	1.69889E-07
P19073	YLR229C	9.00564E-07	1.61932E-07	6.25744E-07	7.53423E-07	1.5149E-07	9.34728E-07	3.79566E-07	4.17434E-07	4.58865E-07	2.27498E-06	1.11104E-06	9.34682E-07
P15496	YPL117C	4.8622E-07	2.47761E-07	5.20044E-07	6.28524E-07	4.23045E-07	7.77597E-07	2.0493E-07	0.000000891	6.99435E-07	8.81775E-07	5.99607E-07	5.03787E-07
P14743	YLR195C	4.69308E-08	4.39712E-08	3.28093E-08	1.12006E-07	1.16438E-07	4.87509E-08	3.6531E-08	4.01841E-08	1.24295E-07	6.17243E-07	6.52514E-07	9.05289E-07
P40037	YER057C	8.79424E-07	2.33386E-06	1.73771E-06	2.09508E-06	1.41418E-06	9.14583E-07	1.93347E-06	2.97149E-06	8.24175E-07	1.90463E-06	3.85042E-07	9.17046E-07
P11491	YDR481C	3.39508E-08	2.54103E-07	6.68024E-08	2.28041E-07	8.38032E-08	3.52538E-08	2.10276E-07	2.3166E-07	8.95455E-08	2.07511E-07	2.17505E-07	5.17308E-07
P19881	YDL236W	2.34231E-07	8.6674E-07	4.60852E-07	6.97017E-08	7.2522E-08	2.43352E-07	5.12325E-07	3.67092E-07	2.18741E-07	5.07315E-07	8.17112E-07	9.58196E-07
P20434	YBR154C	1.4502E-07	1.0866E-06	8.07548E-07	9.75018E-07	6.56727E-07	1.50685E-07	1.25631E-06	6.4152E-07	3.82685E-07	4.82625E-07	1.42848E-06	4.25016E-07
P32505	YGL122C	2.11823E-07	1.07814E-07	1.47557E-07	3.82755E-07	2.85253E-07	6.20466E-07	2.52599E-07	3.47936E-08	1.07811E-07	4.80273E-08	5.032E-08	2.19856E-07
Q06405	YDR377W	1.27263E-06	1.1923E-06	2.5072E-06	1.96212E-06	3.14665E-06	0	1.81319E-06	1.08702E-06	2.18295E-06	4.23252E-06	2.88634E-06	5.21423E-06
P40582	YIR038C	0	1.33605E-06	4.60852E-07	8.58177E-07	8.94438E-07	1.94601E-06	2.23641E-06	8.68725E-07	2.20523E-06	7.81841E-07	0	0
P40098	YER182W	6.21516E-07	3.17523E-07	4.35484E-07	5.2377E-07	2.96534E-07	9.95163E-07	4.8114E-07	8.15265E-07	5.7915E-07	7.34813E-07	7.70084E-07	6.46635E-07
P47044	YJL055W	6.25744E-07	3.19214E-07	6.72252E-07	5.27799E-07	8.42061E-07	6.48669E-07	4.85595E-07	5.346E-07	8.9991E-07	7.34813E-07	0	9.99345E-07
P49687	YGL092W	4.98904E-08	8.96336E-09	9.80896E-08	8.98467E-08	6.68814E-08	0	3.85358E-08	4.24116E-08	8.95455E-09	1.258E-07	9.46439E-08	2.80404E-08
Q06685	YLR410W	6.1306E-08	3.12026E-08	9.17476E-08	1.10798E-07	2.917E-08	1.36583E-07	0	2.84229E-08	5.7024E-08	7.23056E-08	1.16394E-07	6.34878E-08
0	0	1.43752E-06	1.34873E-06	1.84341E-06	2.21998E-06	1.26108E-06	1.49476E-06	3.15414E-06	1.22958E-06	2.46807E-06	4.79098E-06	0	2.74526E-06
P40040	YER063W	1.1331E-06	1.32759E-07	5.11588E-07	9.54873E-07	9.91134E-07	1.47461E-07	3.11405E-07	1.77755E-06	6.8607E-07	1.66949E-07	1.75179E-07	1.1757E-06
P53315	YGR248W	8.96336E-07	5.45412E-07	4.05888E-07	1.38598E-06	7.85655E-07	1.30137E-06	9.7119E-07	7.6626E-07	1.17167E-06	1.32266E-07	1.38733E-07	1.16394E-07
P33755	YBR170C	1.69966E-07	8.6674E-08	1.82227E-07	2.19983E-07	3.19903E-07	1.7647E-07	0	1.44788E-07	8.6427E-08	5.661E-07	5.93729E-07	3.79163E-07
P05375	YJR073C	8.0332E-07	4.0927E-07	3.04416E-07	3.67042E-07	3.82352E-07	4.55277E-07	3.39026E-07	6.8607E-07	7.4844E-07	9.46439E-07	5.39646E-07	8.34747E-07
Q12532	YPL009C	7.10304E-08	3.63185E-08	7.65268E-08	6.00321E-08	6.24495E-08	1.14021E-07	1.06475E-08	6.0588E-08	6.63795E-08	1.29327E-07	1.35206E-07	2.63357E-07
P14747	YML057W	1.59818E-07	8.16004E-08	1.71657E-07	3.79935E-07	2.15552E-07	2.55842E-07	6.7716E-08	1.36323E-07	1.49243E-07	1.02286E-07	1.07577E-07	9.05289E-08
