genes	REF	EtOG_20	EtOH_40	EtOH_60	Osm_02	Osm_04	Osm_06	HiT_33	HiT_36	HiT_38
YGL232W	7.05045E-06	6.79973E-06	5.48066E-06	5.21895E-06	7.10286E-06	6.82497E-06	6.68702E-06	7.30356E-06	7.0364E-06	6.5097E-06
YGL234W	0.000432056	0.000565142	0.00053714	0.000428186	0.000432901	0.000446267	0.000463858	0.000490483	0.000521394	0.000618898
YGL238W	1.49642E-05	1.13161E-05	1.79635E-05	2.97547E-05	1.48634E-05	1.35024E-05	1.58554E-05	1.2939E-05	1.4859E-05	2.4101E-05
YGL241W	8.723E-06	1.1459E-05	1.08858E-05	1.24628E-05	9.40399E-06	9.76926E-06	1.00837E-05	6.82699E-06	8.9208E-06	9.42503E-06
YGL246C	0	0	0	0	0	0	0	0	0	0
YGL248W	3.66202E-05	4.00886E-05	4.12557E-05	4.36298E-05	3.418E-05	3.1929E-05	2.96118E-05	3.72718E-05	3.81939E-05	3.09675E-05
YGL252C	2.25439E-05	2.22675E-05	2.04211E-05	2.22122E-05	2.18573E-05	2.30713E-05	2.7079E-05	2.28307E-05	2.6849E-05	2.34371E-05
YGL253W	0.000466482	0.000694306	0.000251643	0.000170689	0.000649176	0.000731583	0.000926667	0.00043629	0.000380061	0.000397752
YGL256W	0	0	0	0	0	0	0	0	0	0
YGR001C	6.03395E-05	6.77027E-05	6.62151E-05	6.49126E-05	6.89229E-05	6.35753E-05	6.12139E-05	6.52614E-05	7.07199E-05	5.99675E-05
YGR002C	0	0	0	0	0	0	0	0	0	0
YGR003W	0	0	0	0	0	0	0	0	0	0
YGR005C	1.23083E-05	1.39807E-05	1.36697E-05	1.34554E-05	1.35386E-05	1.32258E-05	1.21866E-05	1.25195E-05	1.44275E-05	1.42974E-05
YGR006W	0	0	0	0	0	0	0	0	0	0
YGR012W	2.62009E-06	3.28438E-06	2.58398E-06	2.8161E-06	2.67162E-06	2.56063E-06	2.43911E-06	2.76732E-06	3.70993E-06	3.1724E-06
YGR019W	6.47544E-05	4.96074E-05	2.42927E-05	2.69158E-05	5.96874E-05	5.95312E-05	5.58552E-05	7.09084E-05	8.89313E-05	3.6707E-05
YGR020C	2.41728E-05	3.17669E-05	3.13559E-05	3.22383E-05	2.64549E-05	2.5317E-05	2.24964E-05	2.83131E-05	2.94509E-05	3.41778E-05
YGR021W	0	0	0	0	0	0	0	0	0	0
YGR026W	0	0	0	0	0	0	0	0	0	0
YGR028W	1.29343E-05	1.06558E-05	1.40372E-05	1.25878E-05	1.24493E-05	1.01101E-05	1.11008E-05	1.06229E-05	9.41343E-06	1.25947E-05
YGR030C	0	0	0	0	0	0	0	0	0	0
YGR034W	0.001842278	0.001483277	0.001710891	0.001553498	0.001748461	0.001804882	0.001686893	0.001465601	0.001676957	0.001388083
YGR037C	0.00130812	0.00150573	0.000827476	0.000621131	0.001569926	0.001272732	0.001053666	0.001296592	0.001372271	0.000643805
YGR040W	1.40339E-05	8.48819E-06	9.69374E-06	8.17645E-06	0	9.40244E-06	7.06186E-06	1.2246E-05	1.17216E-05	9.09582E-06
YGR043C	9.13655E-05	2.2367E-05	8.13129E-06	4.34381E-06	0.000130765	0.000124012	0.000124957	0.000159245	0.000169808	1.37667E-05
YGR048W	1.97382E-05	1.69958E-05	2.12417E-05	2.49666E-05	1.66819E-05	1.72172E-05	1.65088E-05	1.52196E-05	2.06114E-05	1.83341E-05
YGR054W	2.02968E-05	1.99339E-05	2.32042E-05	3.15652E-05	2.1419E-05	2.23221E-05	2.57643E-05	2.16621E-05	2.27481E-05	3.63565E-05
YGR060W	0.001548779	0.00030885	0	0.000100868	0.00149588	0.001419927	0.001310135	0.00066303	0.000370714	0.000314732
YGR061C	0.000413216	0.000425398	0.000438993	0.000419695	0.000400881	0.000412805	0.000411577	0.000468318	0.000422563	0.000381999
YGR078C	2.34597E-05	2.20672E-05	1.91551E-05	2.19016E-05	1.61879E-05	2.25592E-05	1.8213E-05	1.51276E-05	1.58812E-05	2.25317E-05
YGR080W	0.000101632	9.376E-05	8.46807E-05	9.26207E-05	9.69026E-05	9.84858E-05	8.7057E-05	9.78393E-05	9.03814E-05	8.49616E-05
YGR083C	3.09205E-05	2.9753E-05	3.38412E-05	4.49097E-05	3.1458E-05	3.21074E-05	3.30036E-05	3.19693E-05	4.06338E-05	4.01883E-05
YGR084C	1.9691E-05	2.0126E-05	3.71769E-05	3.35819E-05	2.29199E-05	2.07819E-05	2.0765E-05	1.89161E-05	1.97523E-05	2.41088E-05
YGR086C	0.000936999	0.000920935	0.000793351	0.000705193	0.000953803	0.000897092	0.000804218	0.001015128	0.001181356	0.000514608
YGR087C	0	0	0	0	0	0	0	0	0	0
YGR090W	9.84501E-06	8.76475E-06	8.45161E-06	1.13931E-05	1.06203E-05	1.15303E-05	1.13836E-05	9.94964E-06	1.02694E-05	1.16565E-05
YGR093W	0	0	0	0	0	0	0	0	0	0
YGR095C	1.74434E-05	1.54465E-05	1.40657E-05	1.97398E-05	1.4317E-05	2.03665E-05	1.94315E-05	1.9708E-05	2.20426E-05	1.70633E-05
YGR102C	1.77557E-05	2.17316E-05	1.84645E-05	0	0	0	2.02962E-05	1.43895E-05	2.15614E-05	1.15965E-05
YGR103W	1.67433E-05	1.21807E-05	1.20296E-05	1.30565E-05	1.82592E-05	1.74259E-05	1.90099E-05	1.63695E-05	1.52151E-05	1.8769E-05
YGR104C	0	0	0	0	0	0	0	0	0	0
YGR111W	8.52648E-06	7.47068E-06	9.21507E-06	1.47296E-05	1.03363E-05	9.16684E-06	9.8008E-06	8.84077E-06	9.05494E-06	1.37485E-05
YGR116W	9.68091E-06	9.50225E-06	9.34406E-06	1.05064E-05	8.74269E-06	9.54516E-06	8.46028E-06	7.96448E-06	8.8134E-06	9.70285E-06
YGR117C	0	0	0	0	0	0	0	0	0	0
YGR119C	3.58747E-05	3.49079E-05	3.26546E-05	4.06592E-05	3.35768E-05	3.22111E-05	3.341E-05	3.20939E-05	3.73331E-05	2.47073E-05
YGR124W	0.000173326	0.000114997	0.000177589	0.000151521	0.000196453	0.000183001	0.000190105	0.000154427	0.000140642	0.000160757
YGR128C	9.45002E-06	1.25729E-05	1.07331E-05	1.67901E-05	1.59232E-05	1.59817E-05	1.98062E-05	1.5363E-05	1.24862E-05	1.73982E-05
YGR130C	3.43425E-05	2.96349E-05	2.35463E-05	2.6808E-05	3.44801E-05	3.32712E-05	2.67938E-05	3.61956E-05	3.60816E-05	9.06992E-06
YGR132C	0.000482805	0.00050767	0.000753124	0.000702208	0.000472101	0.000473234	0.000458983	0.000476853	0.000453669	0.0003507
YGR135W	0.000235657	0.000248097	0.000247747	0.000241162	0.000226633	0.000227661	0.000226361	0.000216779	0.000247191	0.000172841
YGR136W	7.59196E-05	8.64686E-05	0.000120101	0.000163035	7.20545E-05	6.64244E-05	0.000147561	8.58784E-05	0.000121423	0.000178707
YGR140W	0	0	0	0	0	0	0	0	0	0
YGR144W	0	0	0	0	0	0	0	0	0	0
YGR147C	8.3271E-06	8.40433E-06	1.27251E-05	1.3606E-05	9.32131E-06	8.92004E-06	1.11096E-05	8.15058E-06	1.04454E-05	1.6024E-05
YGR148C	3.33669E-06	3.64991E-06	4.17464E-06	4.65674E-06	4.21341E-06	4.67785E-06	5.21826E-06	5.77982E-06	5.54815E-06	4.5783E-06
YGR155W	0.000559729	0.000720019	0.000631015	0.000842857	0.000593202	0.000565611	0.000598025	0.000656247	0.000685994	0.000653962
YGR156W	3.71838E-05	3.54851E-05	3.20652E-05	4.36725E-05	3.56394E-05	3.50515E-05	3.22496E-05	2.96802E-05	2.98994E-05	2.20883E-05
YGR159C	8.28241E-06	4.62436E-06	3.09858E-06	1.94196E-06	9.46305E-06	9.23295E-06	9.40914E-06	8.24724E-06	7.04479E-06	3.07135E-06
YGR161C	0	0	0	0	0	0	0	0	0	0
YGR162W	2.37201E-05	1.65484E-05	1.85301E-05	2.99715E-05	2.68796E-05	2.57433E-05	3.97951E-05	2.17583E-05	2.24497E-05	3.28951E-05
YGR163W	7.44918E-05	9.12339E-05	6.09015E-05	9.28533E-05	6.95685E-05	0	6.64541E-05	7.01313E-05	8.07815E-05	6.56319E-05
YGR165W	2.22657E-05	2.00557E-05	3.67318E-05	3.33899E-05	2.31023E-05	2.10418E-05	2.08113E-05	1.70111E-05	1.52862E-05	1.29016E-05
YGR167W	2.50243E-05	2.64083E-05	2.39119E-05	2.34283E-05	2.66701E-05	2.37037E-05	2.20092E-05	2.46999E-05	2.50902E-05	2.05048E-05
YGR169C-A	2.57251E-05	2.46366E-05	2.81651E-05	3.61863E-05	2.6515E-05	2.56975E-05	2.44757E-05	3.00422E-05	3.74601E-05	2.45698E-05
YGR173W	6.79262E-06	5.48916E-06	6.5116E-06	7.33857E-06	7.17402E-06	6.90094E-06	7.3688E-06	6.92503E-06	5.90192E-06	5.54069E-06
YGR175C	0.000393789	6.66921E-05	3.0221E-05	3.89989E-05	0.000410249	0.000373345	0.000263455	0.000132734	7.23137E-05	3.98633E-05
YGR180C	0.000554319	0.000402924	0.000173507	0.000197445	0.000473391	0.000428399	0.000276422	0.000533765	0.000489523	0.000278568
YGR181W	1.4635E-05	1.65992E-05	1.81373E-05	1.71867E-05	1.61919E-05	1.5216E-05	1.37499E-05	1.57071E-05	1.83158E-05	1.44693E-05
YGR185C	0.000288156	0.000248704	0.000301408	0.000361711	0.000305825	0.000295363	0.000283862	0.000319219	0.000314045	0.000315589
YGR187C	9.36652E-05	7.93804E-05	7.02467E-05	7.47675E-05	0.000102162	0.000101447	0.000107946	0.000104835	0.000105111	9.50441E-05
YGR189C	2.46214E-06	2.85159E-06	2.63533E-06	2.76812E-06	2.36633E-06	2.67656E-06	2.45687E-06	4.61355E-06	3.50577E-06	5.17558E-06
YGR192C	0.007412388	0.005037751	0.004159519	0.005274503	0.008119534	0.007972823	0.007883776	0.008966137	0.008135231	0.011519751
YGR193C	7.74438E-05	8.02046E-05	7.35758E-05	7.18791E-05	8.61463E-05	8.15804E-05	8.0527E-05	7.66472E-05	9.66984E-05	7.35058E-05
YGR194C	2.85516E-05	3.64825E-05	2.70837E-05	3.70628E-05	2.89419E-05	2.26509E-05	2.58715E-05	2.74962E-05	2.4859E-05	2.79521E-05
YGR195W	2.09718E-05	0	1.64325E-05	1.93747E-05	0	0	0	0	0	1.2314E-05
YGR199W	0	0	0	0	0	0	0	0	0	0
YGR201C	0	0	0	0	0	0	0	0	0	0
YGR202C	1.35615E-05	1.58871E-05	1.82771E-05	2.85656E-05	1.3926E-05	1.54331E-05	4.52891E-06	9.78852E-06	8.59857E-06	1.71542E-05
YGR204W	0.000263641	0.000279277	0.000367765	0.0003708	0.000262659	0.000269486	0.000282858	0.000268774	0.000292463	0.00043167
YGR205W	0.000113825	0.000110182	9.45432E-05	9.58809E-05	9.9973E-05	0.000112479	0.00010645	0.000142636	0.000177395	8.31734E-05
YGR207C	0.000214944	0.000258304	0.000208327	0.000140277	0.000219259	0.000204359	0.000215536	0.000197986	0.000202115	0.000187139
YGR208W	5.4265E-05	5.1781E-05	4.96939E-05	5.1857E-05	5.42776E-05	6.15297E-05	6.05865E-05	7.21072E-05	7.06925E-05	7.499E-05
YGR209C	4.56658E-05	5.81609E-05	4.5708E-05	5.84834E-05	4.55961E-05	4.4982E-05	3.88813E-05	4.73868E-05	5.41131E-05	4.26886E-05
YGR210C	1.92406E-05	2.55209E-05	2.99299E-05	2.87774E-05	1.84549E-05	1.79583E-05	1.70162E-05	2.16706E-05	2.74988E-05	2.88933E-05
YGR211W	5.67382E-05	4.86131E-05	4.27934E-05	3.56905E-05	6.09146E-05	5.86653E-05	5.02676E-05	6.44627E-05	6.59683E-05	4.79659E-05
YGR214W	0.005189102	0.00491182	0.005312702	0.004897457	0.005313748	0.0044776	0.003935284	0.004847865	0.005624377	0.004295534
YGR215W	4.83072E-06	5.06922E-06	8.59204E-06	7.12174E-06	6.39762E-06	6.62753E-06	7.90753E-06	1.42224E-05	5.5803E-06	5.3629E-06
YGR218W	5.58796E-05	5.51866E-05	6.62513E-05	9.903E-05	5.43685E-05	5.71256E-05	6.09446E-05	6.0485E-05	7.34304E-05	9.75856E-05
YGR220C	1.52457E-06	1.23275E-06	2.47067E-06	2.1097E-06	1.46455E-06	1.58954E-06	1.53499E-06	1.23708E-06	1.28296E-06	1.37717E-06
YGR222W	9.90013E-06	0	1.43531E-05	7.16409E-06	1.26049E-05	0	1.53663E-05	0	1.72585E-05	1.45302E-05
YGR223C	0	0	0	0	0	0	0	0	0	0
YGR229C	4.36356E-06	5.04227E-06	4.03274E-06	3.90283E-06	4.44007E-06	4.42922E-06	4.06669E-06	4.43418E-06	4.85034E-06	4.32039E-06
YGR231C	0.000146749	0.000145253	0.000216283	0.000206189	0.00014994	0.000137771	0.000142069	0.0001406	0.000135445	0.000113082
YGR232W	2.65431E-06	2.55702E-06	2.1655E-06	1.89942E-06	2.70206E-06	2.50959E-06	2.4483E-06	2.56769E-06	2.66441E-06	1.89423E-06
YGR234W	0.003083398	0.003401159	0.003039528	0.001529454	0.003865666	0.00395953	0.005060235	0.001898814	0.001188075	0.000823627
YGR235C	2.77608E-05	3.62313E-05	3.53778E-05	2.81933E-05	2.57563E-05	2.65496E-05	2.76061E-05	2.6528E-05	2.75569E-05	1.58031E-05
YGR240C	0.000578738	0.000621361	0.000525238	0.00064414	0.000666059	0.000717302	0.000839574	0.000648896	0.000716182	0.001104096
YGR244C	0.000166399	0.000188722	0.000175632	9.29722E-05	0.00016062	0.000156383	0.00015168	0.000164618	0.00019635	6.37611E-05
YGR245C	2.47833E-06	0	1.8208E-06	2.84827E-06	2.86133E-06	2.67914E-06	3.1063E-06	2.74942E-06	2.33454E-06	1.3276E-06
YGR250C	2.20755E-05	2.80673E-05	2.1244E-05	1.85286E-05	2.49806E-05	1.9153E-05	1.45516E-05	2.1783E-05	2.16905E-05	1.65937E-05
YGR251W	0	0	0	0	0	0	0	0	0	0
YGR252W	2.68897E-06	2.60267E-06	2.76121E-06	0	2.77478E-06	0	2.59425E-06	0	4.50251E-06	2.19365E-06
YGR253C	8.60775E-05	8.88618E-05	9.04916E-05	8.92685E-05	8.55337E-05	7.9826E-05	8.95866E-05	8.74771E-05	9.13564E-05	6.69939E-05
YGR254W	0.005218179	0.001498973	0.001517295	0.003832587	0.004799655	0.00471815	0.003852914	0.006118138	0.005012503	0.004763759
YGR261C	4.30792E-06	5.2523E-06	4.419E-06	5.25501E-06	4.70555E-06	4.53843E-06	4.8105E-06	4.02387E-06	3.67996E-06	5.04926E-06
YGR262C	2.57671E-05	3.00294E-05	2.95708E-05	2.82349E-05	2.49565E-05	2.30302E-05	2.36015E-05	2.7404E-05	3.07058E-05	2.91111E-05
YGR264C	7.57179E-05	8.13111E-05	8.12847E-05	0.000100867	8.30709E-05	8.38533E-05	9.32543E-05	8.52555E-05	8.77045E-05	0.000107467
YGR266W	6.65877E-06	7.21864E-06	5.45575E-06	5.26399E-06	6.42517E-06	5.87083E-06	6.45026E-06	6.16861E-06	5.71474E-06	4.77489E-06
YGR267C	6.01442E-05	5.32519E-05	5.79984E-05	4.59243E-05	5.76197E-05	5.64643E-05	4.73641E-05	5.78211E-05	5.52748E-05	5.02211E-05
YGR270W	0	0	0	0	0	0	0	0	0	0
YGR271C-A	1.60289E-05	1.26648E-05	1.29931E-05	1.39747E-05	1.8034E-05	1.73177E-05	1.46169E-05	1.79391E-05	1.5766E-05	1.57457E-05
YGR271W	0	0	0	0	0	0	0	0	0	0
YGR276C	0	0	0	0	0	0	0	0	0	0
YGR277C	2.86033E-05	2.76333E-05	3.17728E-05	2.88622E-05	2.55879E-05	2.39312E-05	2.04255E-05	6.35417E-05	2.27367E-05	2.39059E-05
YGR279C	4.11411E-05	9.03869E-05	0.000150668	6.10367E-05	4.73064E-05	4.45196E-05	3.11962E-05	6.09298E-05	8.41824E-05	0.000127134
YGR282C	0.002039079	0.001755754	0.001849812	0.001822115	0.001892245	0.001932204	0.001595984	0.002036611	0.002526264	0.002694909
YGR284C	0	1.89677E-05	0	1.84595E-05	1.66518E-05	1.83624E-05	2.74609E-05	1.53111E-05	1.88387E-05	6.06331E-05
YGR285C	0.000142141	0.000126711	0.000121165	0.000144768	0.000153258	0.000158346	0.000157093	0.000145123	0.000146845	0.000179935
YHL003C	0	0	0	0	0	0	0	0	0	0
YHL004W	7.27635E-05	7.27974E-05	0.000117562	0.000100028	7.12205E-05	7.37855E-05	7.13809E-05	5.24341E-05	5.58394E-05	6.21611E-05
YHL011C	0.000293925	0.000262757	0.00022601	0.000182438	0.000298567	0.000286758	0.00027205	0.000329806	0.000354293	0.00030636
YHL013C	4.57967E-06	0	3.78621E-06	0	4.17961E-06	0	3.19865E-06	3.99095E-06	3.88825E-06	4.46529E-06
YHL014C	1.20457E-05	1.07202E-05	2.19065E-05	2.34792E-05	1.26014E-05	1.01118E-05	9.77111E-06	1.13226E-05	1.25178E-05	1.37184E-05
YHL015W	0.001501883	0.001398371	0.001404327	0.001368189	0.001559541	0.001637463	0.001659914	0.001639864	0.001625058	0.001371441
YHL021C	0.000315729	0.000338968	0.000312621	0.000303506	0.000343949	0.000335923	0.000362194	0.000377452	0.000413291	0.000398895
YHL024W	0	0	0	0	0	0	0	0	0	0
YHL029C	6.50674E-06	8.52011E-06	0	9.67254E-06	8.12075E-06	6.42082E-06	6.50251E-06	8.8569E-06	7.43526E-06	6.749E-06
YHL030W	6.22187E-06	6.75163E-06	8.80619E-06	1.02828E-05	6.64596E-06	5.40631E-06	4.4315E-06	5.89499E-06	5.81937E-06	8.42703E-06
YHL033C	0.000113242	0.000119345	0.000129328	0.000106013	0.000133071	0.000130502	0.000139437	0.000124694	0.000126425	0.000101771
YHL034C	0.000335938	0.00038631	0.000348069	0.000343065	0.000339716	0.000307368	0.000293188	0.000359532	0.000376613	0.00028613
YHL038C	1.04832E-05	8.37982E-06	1.52691E-05	1.73516E-05	8.67094E-06	0	9.09207E-06	8.10017E-06	8.42702E-06	1.06656E-05
YHL039W	1.53186E-05	1.07324E-05	1.30755E-05	1.46849E-05	1.73836E-05	1.57671E-05	1.73278E-05	1.37991E-05	1.44655E-05	1.29773E-05
YHR001W	3.12664E-05	3.88826E-05	3.92159E-05	3.67397E-05	3.30458E-05	3.24542E-05	3.22255E-05	2.86015E-05	3.14906E-05	2.71583E-05
YHR002W	0	0	0	0	0	0	0	0	0	0
YHR003C	0	1.73771E-06	0	0	1.76353E-06	1.87246E-06	0	1.2075E-06	0	2.03331E-06
YHR005C	2.51352E-05	2.87673E-05	2.28181E-05	1.55882E-05	2.23927E-05	2.0928E-05	1.85813E-05	2.66446E-05	2.99558E-05	2.04484E-05
YHR005C-A	0.000193067	0.000204619	0.00025971	0.000227839	0.000224982	0.000204049	0.000238317	0.000186343	0.000197857	0.000210588
YHR007C	0.000318904	0.000159484	0.000108345	0.000117385	0.000403405	0.000394301	0.000358603	0.000166184	0.000111947	0.000124274
YHR008C	0.002328332	0.002277504	0.003770047	0.004497742	0.00214569	0.002154594	0.001810245	0.002333394	0.002830259	0.001216813
YHR009C	2.64214E-05	2.79075E-05	4.45215E-05	3.14824E-05	2.12131E-05	2.09522E-05	2.20966E-05	2.398E-05	2.95132E-05	3.12378E-05
YHR012W	2.07268E-05	1.85879E-05	2.27247E-05	2.32142E-05	2.62878E-05	1.49766E-05	1.67739E-05	1.80959E-05	1.91587E-05	1.66391E-05
YHR013C	0.000119797	0.000111014	0.000148983	0.00016191	0.000129031	0.000131325	0.000123549	0.000116397	0.000123726	0.000151489
YHR018C	0.000591134	0.001000223	0.001197072	0.000471597	0.000493858	0.000411132	0.000238432	0.000523346	0.000427074	0.000389364
YHR019C	0.000336889	0.000362168	0.000350406	0.000347937	0.000393701	0.000386259	0.000425532	0.00036447	0.000367632	0.000371708
YHR020W	0.00011284	0.000100412	0.000109697	0.000131276	0.000117846	0.000122395	0.000126235	0.000120909	0.000109564	0.000160028
YHR024C	1.2567E-05	1.32014E-05	2.53096E-05	2.65132E-05	1.55068E-05	1.41077E-05	1.56891E-05	1.22127E-05	1.49504E-05	2.27873E-05
YHR025W	2.06803E-05	2.8207E-05	2.93597E-05	2.78764E-05	4.6349E-05	2.66296E-05	2.79012E-05	2.65994E-05	2.98857E-05	3.40628E-05
YHR027C	0.000283286	0.000238571	0.000264192	0.000289367	0.000296908	0.00028068	0.000321856	0.000271796	0.000283638	0.000240894
YHR028C	2.16691E-05	3.08656E-05	2.42305E-05	2.1188E-05	2.10956E-05	1.97723E-05	1.26935E-05	2.29816E-05	1.34172E-05	1.16229E-05
YHR029C	0.000214206	0.00049717	0.00023023	0.000110019	0.000192791	0.000185144	0.000128173	0.000188034	0.000185282	0.000129097
YHR030C	1.06262E-05	6.33233E-06	5.78481E-06	6.80729E-06	8.57744E-06	8.27388E-06	6.68069E-06	8.92953E-06	1.01955E-05	1.37794E-05
YHR034C	2.29998E-05	2.90181E-05	2.56837E-05	2.25926E-05	2.67431E-05	2.34842E-05	1.68021E-05	2.37315E-05	3.1754E-05	3.19495E-05
YHR037W	0.000113218	0.000218733	0.000124137	0.000105439	0.000112977	0.000111575	0.000121622	0.000114361	0.000122892	0.00011516
YHR038W	6.64235E-05	5.42857E-05	7.53946E-05	6.28022E-05	6.38942E-05	6.15413E-05	5.40925E-05	6.17404E-05	7.14198E-05	7.10591E-05
YHR039C	1.49214E-05	1.15497E-05	7.26233E-06	5.8113E-06	1.63423E-05	1.61722E-05	1.74181E-05	9.19101E-06	8.88902E-06	7.99589E-06
YHR041C	2.18401E-05	2.26329E-05	2.64837E-05	2.78725E-05	2.18398E-05	2.01335E-05	1.90886E-05	2.0711E-05	1.96102E-05	1.82224E-05
YHR042W	1.28279E-05	1.00968E-05	8.83855E-06	9.55003E-06	1.38455E-05	1.44932E-05	1.71019E-05	9.13821E-06	8.97357E-06	8.01923E-06
YHR046C	1.11107E-05	1.69086E-05	8.22986E-06	9.47793E-06	1.42844E-05	1.16051E-05	1.54737E-05	6.33134E-06	8.77281E-06	1.42885E-05
YHR047C	7.81456E-05	6.0009E-05	6.65162E-05	4.85831E-05	7.65803E-05	6.56119E-05	6.07591E-05	6.96574E-05	7.39018E-05	6.59641E-05
YHR049W	3.01898E-05	8.24776E-05	0.000144748	0.000222554	4.9045E-05	5.63606E-05	9.55864E-05	4.52554E-05	4.67988E-05	0.000119053
YHR051W	0.000521496	0.000666928	0.000371931	0.000309128	0.000512321	0.000531375	0.000304769	0.000482685	0.000484072	0.000162982
YHR052W	1.96628E-05	1.6385E-05	1.68929E-05	1.96087E-05	2.07674E-05	2.11174E-05	2.13585E-05	2.18811E-05	2.03553E-05	2.07952E-05
YHR058C	0	0	0	0	0	0	0	0	0	0
YHR059W	0	0	0	0	0	0	0	0	0	0
YHR062C	4.60429E-06	4.26694E-06	5.68906E-06	4.60503E-06	4.41363E-06	4.36898E-06	4.27016E-06	4.36045E-06	4.38269E-06	3.6222E-06
YHR063C	2.33683E-05	4.33985E-05	3.66057E-05	3.72021E-05	2.444E-05	2.63201E-05	2.59508E-05	2.70104E-05	2.17018E-05	3.60698E-05
YHR064C	0.00087905	0.000857778	0.000871483	0.000906493	0.001036619	0.001017159	0.001085358	0.001032818	0.001062593	0.00123131
YHR065C	7.53246E-06	6.05665E-06	7.97572E-06	1.13614E-05	7.62077E-06	9.23318E-06	8.39002E-06	7.951E-06	8.11213E-06	9.88736E-06
YHR068W	5.60178E-05	4.63084E-05	6.50543E-05	0.000103677	6.79269E-05	7.03419E-05	8.03136E-05	6.37555E-05	6.31868E-05	9.78515E-05
YHR070W	9.13936E-06	8.64757E-06	8.76562E-06	1.0825E-05	1.02027E-05	9.97325E-06	1.00973E-05	9.36408E-06	9.47447E-06	7.06709E-06
YHR072W	8.48174E-06	5.75734E-06	3.46605E-06	3.73505E-06	7.63481E-06	1.0184E-05	8.9468E-06	5.5544E-06	5.07992E-06	5.20928E-06
YHR072W-A	4.38441E-06	3.45061E-06	3.33359E-06	3.13124E-06	4.60207E-06	4.44041E-06	4.38696E-06	4.62099E-06	3.76643E-06	2.42967E-06
YHR074W	9.53429E-05	0.000117428	9.4294E-05	9.21175E-05	9.26603E-05	8.94562E-05	9.42213E-05	9.27075E-05	0.000106922	9.82218E-05
YHR076W	7.3098E-06	8.83938E-06	1.07811E-05	9.70163E-06	6.61987E-06	1.00876E-05	5.72622E-06	6.74077E-06	7.15014E-06	6.61488E-06
YHR077C	5.99088E-06	4.1877E-06	4.57392E-06	4.41592E-06	0	5.243E-06	4.91458E-06	3.4537E-06	4.06373E-06	5.54048E-06
YHR083W	1.29791E-06	1.23935E-06	0	1.29515E-06	1.33936E-06	1.20308E-06	1.31453E-06	1.10789E-06	8.97364E-07	1.39517E-06
YHR085W	6.76474E-06	6.73831E-06	7.69993E-06	0	6.32615E-06	7.35767E-06	8.1806E-06	7.42559E-06	6.93054E-06	9.95167E-06
YHR087W	0.000316958	9.53622E-05	2.40898E-05	0.00010093	0.000487195	0.000522058	0.00055818	0.000300255	0.000303267	0.000101228
YHR089C	0.000194145	0.000145774	0.000153199	0.000155532	0.000213355	0.0002016	0.00020497	0.000188128	0.000173111	0.000136562
YHR091C	0	0	0	0	4.46026E-06	0	0	4.23894E-06	3.05946E-06	4.9994E-06
YHR098C	2.1214E-05	2.16661E-05	2.06867E-05	2.1418E-05	2.24023E-05	2.05777E-05	2.19227E-05	2.05274E-05	2.1492E-05	2.66853E-05
YHR099W	0	0	0	0	0	0	0	0	0	0
YHR100C	6.05307E-06	6.08474E-06	5.0739E-06	3.81366E-06	7.43685E-06	4.87574E-06	5.57155E-06	7.10566E-06	6.88786E-06	3.66555E-06
YHR102W	0	0	0	0	0	0	0	0	0	0
YHR104W	0.000112716	0.000110361	8.51444E-05	0.000119678	0.000162126	0.000190421	0.000240455	0.000137307	0.000137967	0.00013685
YHR105W	0	0	0	0	0	0	0	0	0	0
YHR106W	2.22385E-05	2.58525E-05	1.32632E-05	1.19269E-05	2.17151E-05	2.57816E-05	2.30454E-05	2.81886E-05	2.47884E-05	6.9233E-06
YHR107C	0.000101955	0.000109059	0.000109923	0.000119462	0.000103566	0.000100099	9.11748E-05	0.000100751	9.32584E-05	6.40209E-05
YHR108W	1.81977E-06	2.06014E-06	2.19093E-06	2.36652E-06	1.96224E-06	1.81164E-06	1.88259E-06	1.85745E-06	1.93886E-06	2.09354E-06
YHR109W	7.4503E-06	6.06081E-06	8.39405E-06	5.70718E-06	6.48411E-06	5.6423E-06	5.99663E-06	5.63045E-06	7.70445E-06	6.74835E-06
YHR110W	1.39296E-05	1.70262E-05	1.19223E-05	1.547E-05	1.29914E-05	1.49021E-05	1.15703E-05	1.1185E-05	1.01608E-05	6.9779E-06
YHR112C	2.20103E-05	2.97967E-05	4.6353E-05	7.02264E-05	2.07629E-05	2.25286E-05	2.2364E-05	2.63617E-05	3.04781E-05	4.80278E-05
YHR113W	0.000211801	0.000223812	0.000171882	0.000156402	0.000207007	0.000203111	0.000187392	0.000220731	0.000259994	0.000152839
YHR114W	1.12538E-05	1.08712E-05	1.26524E-05	1.83511E-05	1.10779E-05	1.04615E-05	1.15676E-05	1.07956E-05	1.39193E-05	1.41373E-05
YHR117W	1.54606E-05	1.59871E-05	2.1162E-05	2.37539E-05	1.5083E-05	1.39885E-05	1.39772E-05	1.61333E-05	1.76694E-05	2.20784E-05
YHR121W	7.30276E-05	8.51582E-05	9.36691E-05	8.36672E-05	8.20341E-05	7.94424E-05	8.01216E-05	8.04537E-05	7.70826E-05	8.62713E-05
YHR122W	0	0	0	0	0	0	0	0	0	0
