T_1,T_2
Q07451,2.66666666666667
P53301,3.33333333333333
P47818,2.33333333333333
P40529,2.66666666666667
Q92331,1.33333333333333
P50945,1.33333333333333
P39007,3
O94742,2.33333333333333
P39107,3.33333333333333
P53721,1
P25642,2
P40086,2.33333333333333
P53275,3.33333333333333
Q02931,0.666666666666667
Q02795,2
Q3E824,2
Q12389,3
P20485,2.33333333333333
Q04279,3.33333333333333
Q05040,2
P38820,2.33333333333333
Q12009,2.33333333333333
P35817,3.33333333333333
Q04934,3.66666666666667
P36006,2.33333333333333
Q2V2P9,2.33333333333333
Q08193,2.33333333333333
P40160,1.66666666666667
P40363,2.66666666666667
Q12341,2.66666666666667
P53920,3.66666666666667
Q12498,3
P53507,2.33333333333333
P25574,2
Q12289,1.66666666666667
P38732,1
P53334,2
P40357,1.33333333333333
P27929,4.66666666666667
P39523,3
Q12136,2.33333333333333
P38080,2.66666666666667
P32486,1.66666666666667
P32597,3.66666666666667
P32657,1.66666666666667
Q03390,1.66666666666667
Q00772,2
P53193,2.33333333333333
P36523,3.66666666666667
P38771,2.33333333333333
P36018,2.33333333333333
Q04338,3.33333333333333
Q12525,1
Q06493,2.33333333333333
P38822,2.33333333333333
P04161,3.33333333333333
P38166,1.66666666666667
Q06053,3
P38069,1.66666666666667
Q07418,2.33333333333333
P32347,2.66666666666667
P38797,3.33333333333333
P29478,1.33333333333333
P38352,2.33333333333333
P46984,2.33333333333333
P53883,2
P05747,3.33333333333333
P38716,2.33333333333333
Q12133,3.33333333333333
P23833,3.33333333333333
P43561,1.66666666666667
P53905,2.66666666666667
Q03705,2.33333333333333
P39109,2.33333333333333
Q07897,2.33333333333333
P40018,1.66666666666667
Q12164,0.666666666666667
P53330,2.33333333333333
P23369,2.33333333333333
Q03362,1.33333333333333
P38712,3
P32387,3.33333333333333
Q05543,2.66666666666667
Q02889,2
P53311,1.33333333333333
P47057,1.33333333333333
P46959,2.33333333333333
P53315,3
Q06385,1.66666666666667
Q07915,2.66666666666667
Q03219,2
P47047,2.33333333333333
P47008,2.66666666666667
Q02608,2.33333333333333
P34909,0.666666666666667
P53164,2.33333333333333
P38883,1.33333333333333
Q03790,1.66666666666667
P38216,2.33333333333333
Q00816,2.66666666666667
P28778,2
P40335,3.33333333333333
Q05027,1.66666666666667
Q06263,2
P89886,3
P34077,1
P19073,1.66666666666667
P32453,1.66666666666667
Q12320,1.66666666666667
Q08421,2
P21825,1.33333333333333
P25555,1.66666666666667
P38985,1.66666666666667
Q07716,1.33333333333333
P47131,2.33333333333333
Q03497,0.666666666666667
P53898,2.66666666666667
P53741,1
P38266,2
P25372,3
P53073,2.66666666666667
P54730,2.33333333333333
P19881,2
P40030,1.66666666666667
P39998,1.66666666666667
P47158,2
P36064,1.66666666666667
P38074,2.66666666666667
P21375,1.66666666666667
P38181,1
P48567,2.33333333333333
P39103,1.33333333333333
Q12271,2
P33754,1.33333333333333
P25654,1.66666666666667
Q08647,4
P38713,1
Q92317,0.666666666666667
P33759,1.33333333333333
P50087,1.66666666666667
P20107,2
P39008,1.66666666666667
P48016,1
Q12028,1.66666666666667
P08018,1.33333333333333
P48234,1.66666666666667
P38986,2.33333333333333
Q01590,0.666666666666667
P25358,1
Q04373,2.66666666666667
P34222,1.66666666666667
P53040,1.33333333333333
P25303,1
P35179,2
P32916,2
P38217,1.33333333333333
O43137,1.66666666666667
Q12012,2
Q04767,0.666666666666667
P20604,1.66666666666667
Q06168,2.66666666666667
P40502,2.33333333333333
P54860,1.66666666666667
P40693,1.33333333333333
P28239,2.66666666666667
P43587,3.33333333333333
Q05946,2.66666666666667
P38753,2
P38203,1.66666666666667
P38122,1.66666666666667
P32462,3
Q03323,1.33333333333333
Q08645,1.66666666666667
P38759,2
Q02804,2.66666666666667
Q86ZR7,4.66666666666667
P32564,1.66666666666667
P38789,1.33333333333333
P42826,1.66666666666667
Q12296,2.66666666666667
Q07457,1.33333333333333
P08539,1.66666666666667
P06786,1.66666666666667
P53845,0.666666666666667
Q12374,1.66666666666667
Q12149,2
P15367,1.66666666666667
Q04969,1
Q12008,1
P53604,1.66666666666667
P47164,2
P40022,1.33333333333333
Q03337,1.33333333333333
P32591,1.33333333333333
P89105,1.33333333333333
Q04201,1.66666666666667
P32794,2
P38792,2.33333333333333
P36525,2.33333333333333
P53969,1.66666666666667
P52891,1.33333333333333
P18962,1
P53220,1.66666666666667
Q12255,2
Q05871,2
P13185,2.66666666666667
Q3E772,1.33333333333333
P53927,0.666666666666667
P25332,2.33333333333333
Q12344,0.666666666666667
Q12331,2.66666666666667
Q02908,0.666666666666667
P08466,1.66666666666667
P47037,1.66666666666667
P53332,0.666666666666667
P40452,2.66666666666667
P53219,1
Q07381,2.66666666666667
P32783,1.33333333333333
P38623,2
P14741,1.66666666666667
P14063,2
Q07541,1.33333333333333
P25586,1.33333333333333
P48365,3
Q04772,1.66666666666667
P18480,1.33333333333333
P40011,1.66666666666667
P33313,1.66666666666667
P53064,2.33333333333333
P33310,1
Q07807,2.66666666666667
P36151,0.666666666666667
P07258,1.33333333333333
Q99312,2.66666666666667
P19956,1.33333333333333
Q12176,2.33333333333333
Q08826,1.33333333333333
P39984,1
Q07395,1.66666666666667
P38862,1.66666666666667
Q03771,1
P47006,1.66666666666667
P35724,1
P53889,0.666666666666667
P52870,1.33333333333333
P20049,1.66666666666667
P53893,1
Q05791,1.33333333333333
P33311,0.666666666666667
P38853,1
P36095,1.66666666666667
P53191,1
P27882,2
P53753,1.33333333333333
P34237,1
P12904,1.66666666666667
P36057,1.33333333333333
Q04401,3
P48582,2.33333333333333
Q3E833,1.66666666666667
Q99257,1.33333333333333
Q00776,3
P09959,0.666666666666667
P40339,1.33333333333333
Q06078,1.66666666666667
Q07532,1.66666666666667
P38885,1
Q05584,1
P40344,1.66666666666667
P39104,2
P53732,1.66666666666667
P42847,2.33333333333333
Q12125,2
P53924,1.33333333333333
Q08199,2
P38930,2.66666666666667
P43558,1.66666666666667
Q02206,2
P32501,2
Q02793,2
P22579,1.33333333333333
Q06639,1
P53897,2
P53276,0.666666666666667
Q06839,1
P33750,1.66666666666667
P43321,1
P27810,1.66666666666667
Q12345,1
P42936,2.33333333333333
P38066,2.66666666666667
Q06485,2.33333333333333
P40858,2
P37304,3.66666666666667
P32474,0.666666666666667
P39719,2.33333333333333
P53859,1
Q12517,0.666666666666667
P40012,1
Q12199,1.33333333333333
Q12746,1.66666666666667
P53270,1.66666666666667
Q07688,1.66666666666667
Q06511,0.666666666666667
Q03677,1.66666666666667
P40169,1
P53256,1.66666666666667
P53629,2
P47019,1.33333333333333
P40168,1.66666666666667
P06778,1.66666666666667
P38153,0.666666666666667
P46971,1
P34162,1.33333333333333
P36528,1
P40523,0.666666666666667
P20448,1.33333333333333
P48445,1.33333333333333
P32388,1.33333333333333
P46956,1.66666666666667
P37263,1.66666666666667
Q02796,1.66666666666667
P53192,1
Q99316,1.33333333333333
Q12373,2.33333333333333
P40210,0.666666666666667
Q01722,0.666666666666667
Q06137,0.666666666666667
P22135,1
P53305,0.666666666666667
P13382,1
Q12386,1.66666666666667
P21182,0.666666666666667
P39009,2
Q03305,1.66666666666667
P39965,1
Q02771,0.666666666666667
Q06709,1.66666666666667
P40484,0.666666666666667
Q06631,1
Q12486,1.33333333333333
P14680,1.66666666666667
P46958,1.66666666666667
P53890,1.33333333333333
Q03707,0.666666666666667
Q03124,1
P22936,1
P38235,2
Q3E752,0.666666666666667
Q06089,0.666666666666667
P38212,0.666666666666667
P32578,1.33333333333333
P40362,1.33333333333333
Q07824,1.33333333333333
Q08925,0.666666666666667
P25619,2
P36048,1
P38812,1.33333333333333
P53212,0.666666666666667
Q06704,0.666666666666667
P39006,1.33333333333333
P32047,1
P24279,1
P33324,0.666666666666667
P40498,1.33333333333333
P32317,1.66666666666667
Q04472,1.33333333333333
P43556,0.666666666666667
P13130,1.66666666666667
Q03667,1.33333333333333
P29366,0.666666666666667
Q03735,1
P38747,1
P40517,1.33333333333333
Q04964,0.666666666666667
Q04223,1.33333333333333
P38783,1.33333333333333
Q12453,0.666666666666667
P23285,1.33333333333333
Q12263,1
Q99385,1.33333333333333
P40555,0.666666666666667
Q06488,1
P42842,1.33333333333333
Q12156,1.66666666666667
P38825,0.666666666666667
P34251,1
P37303,1.66666666666667
P40064,0.666666666666667
P40579,0.666666666666667
P32502,1
Q06106,1.33333333333333
P18900,1.33333333333333
P35178,1.33333333333333
Q08548,0.666666666666667
P40073,1.33333333333333
P40056,1.33333333333333
P25638,1
P26793,0.666666666666667
Q02205,0.666666666666667
P38251,1
Q06833,0.666666666666667
P38276,1.33333333333333
P36527,1.33333333333333
P32621,1.66666666666667
P25847,1
P38604,0.666666666666667
Q08096,1
P47054,1.33333333333333
P38869,0.666666666666667
Q06592,1
P43601,1.66666666666667
Q12502,0.666666666666667
P40014,1
P40046,0.666666666666667
Q99321,2.33333333333333
P32892,0.666666666666667
P39742,1
Q04600,1
P32488,0.666666666666667
P36160,1
Q02792,2
Q01476,1.66666666666667
P47148,0.666666666666667
P53909,1
P36125,1.33333333333333
P36081,1.33333333333333
P13393,1.33333333333333
Q12514,1.66666666666667
P38970,1.66666666666667
P53937,0.666666666666667
Q04602,1.66666666666667
P11325,1.33333333333333
P40317,0.666666666666667
P42844,1.33333333333333
P38824,0.666666666666667
Q04603,1
P25454,1
Q03778,2
P53095,0.666666666666667
P47173,0.666666666666667
Q06070,1
P40959,1.33333333333333
P56508,1
Q03254,1
P39113,1
P40530,1
P38138,0.666666666666667
P39013,1.33333333333333
Q03786,1.66666666666667
P38210,0.666666666666667
P40005,0.666666666666667
Q07949,1
P39715,1.33333333333333
Q02887,0.666666666666667
P38833,0.666666666666667
P29496,1.33333333333333
P25635,0.666666666666667
P53946,1.33333333333333
Q05892,1
Q05874,1.33333333333333
P25604,0.666666666666667
P17883,0.666666666666667
Q05031,1
P38254,1.33333333333333
P40416,0.666666666666667
P38635,1
P25580,1
Q05580,0.666666666666667
P25371,0.666666666666667
P39727,0.666666666666667
Q00578,1
P36007,1
P46982,1.33333333333333
Q06218,0.666666666666667
P53136,1
P53171,1.33333333333333
P33753,0.666666666666667
P11746,1
P54785,1
P48524,1
P36973,1.33333333333333
Q06698,1
P33332,1
P89102,1
Q04533,1
